endpoint_id,archive_id,purpose,field,new_value,verdict,evidence
9ba935aedf4f2a30,usda-ag-data-commons,search,example_call,"curl -X POST -H 'Content-Type: application/json' -d '{""search_for"":""Walnut Gulch Experimental Watershed"",""page_size"":2}' https://api.figshare.com/v2/articles/search",api-migrated,verified 200 application/json with real records e.g. id 24663366 whose url_public_html is under agdatacommons.nal.usda.gov
d1d61c0435a0f3f2,usda-ag-data-commons,metadata,path_or_url,https://api.figshare.com/v2/articles/{article_id},api-migrated,verified 200 JSON per-record metadata
3740a07c051d1f25,usda-ag-data-commons,listing,DELETE-ROW,,no-equivalent,CKAN group_list has no Figshare equivalent - group/institution enumeration sits behind /v2/account/* which requires auth. Drop rather than rewrite.
ee52f4cbfaad5f39,usda-ag-data-commons,listing,DELETE-ROW,,no-equivalent,CKAN organization_list has no unauthenticated Figshare equivalent; same reasoning as group_list.
b473cfa5414764a0,aeronet,data-download,path_or_url,https://aeronet.gsfc.nasa.gov/cgi-bin/print_web_data_v3?site={SITE}&year={YYYY}&month={MM}&day={DD}&year2={YYYY2}&month2={MM2}&day2={DD2}&AOD15=1&AVG=10&if_no_html=1,html-wrapped-response,"the documented call returns 200 but wraps the data in an HTML page (Content-Type text/html), contradicting the declared text/csv; if_no_html=1 verified to return the bare data stream"
809d5ced86d90c67,castnet,data-download,path_or_url,https://gaftp.epa.gov/castnet/CASTNET_Outgoing/data/{file}.zip,browse-only-url,the documented URL is an EPA browse page returning text/html with no programmatic call. EPA publishes CASTNET bulk files at gaftp.epa.gov/castnet/CASTNET_Outgoing/data/ (200 directory listing); drydep_week_web.zip verified 206 application/zip
809d5ced86d90c67,castnet,data-download,example_call,curl -O 'https://gaftp.epa.gov/castnet/CASTNET_Outgoing/data/drydep_week_web.zip',browse-only-url,"verified 206 application/zip; siblings include drychem.zip, cloud_month.zip"
809d5ced86d90c67,castnet,data-download,response_format,application/zip,browse-only-url,bulk files are zips of CSVs
9824c09b38a5ec35,nerr-cdmo,data-download,DELETE-ROW,,no-static-url,the flat /aqs/zips/{station}{year}.zip pattern 404s for every combination tried and /aqs/zips/ is 403; zips are built by a form POST (zips.cfm -> chooseYearsZip.cfm). Machine access is the SOAP service row. Cannot be repaired as a URL.
774f82e17651dfe8,nerr-cdmo,data-download,example_call,"curl 'https://cdmo.baruch.sc.edu/webservices2/requests.cfc?wsdl'  # then SOAP exportAllParamsDateRangeXMLNew(tbl, mindate, maxdate, fieldlist); requires prior IP registration",undocumented-credential,"the live service answers 200 with <returnData><data>Invalid ip ...</data></returnData> - CDMO requires requesting authorization for a static IP (stated on cdmo.baruch.sc.edu/webservices.cfm) and the page documents no credential. Documented args were also wrong: exportAllParamsXMLNew takes tbl+recs (max 100), the date-range call is exportAllParamsDateRangeXMLNew with MM/DD/YYYY dates."
70df409221c83a9c,nmfs-mfscs,data-access,DELETE-ROW,,api-does-not-exist,apps-st.fisheries.noaa.gov/stocksmart/api* is Tomcat 404; the live app is a self-POSTing form tool with no exposed REST path. Closest programmatic route is the NOAA-EDAB stocksmart R package (noaa-edab.github.io/stocksmart).
3a8388b5f26b29b1,maracoos-erddap,data-download,example_call,"curl 'https://erddap.maracoos.org/erddap/tabledap/allDatasets.csv?datasetID,title'",host-moved,dataset discovery on the new host; the allDatasets pattern is verified ERDDAP grammar (tested on two other hosts in this catalogue)
a05e0d20783c789a,ioos-dmac,data-download,example_call,curl -g -O 'https://coastwatch.pfeg.noaa.gov/erddap/griddap/jplMURSST41.nc?analysed_sst[(2024-01-01T09:00:00Z):1:(2024-01-02T09:00:00Z)][(32):(33)][(-120):(-119)]',wrong-host-for-content,"jplMURSST41 lives on coastwatch.pfeg.noaa.gov, not erddap.ioos.us; host verified, this exact subset not fetched (large pull) - unverified-replacement"
6f4f0af2ebd30993,bco-dmo,listing,example_call,curl 'https://www.bco-dmo.org/api/project/2031',api-path-changed,verified 200 JSON-LD
df5d2348e3b852d9,bco-dmo,metadata,example_call,curl 'https://www.bco-dmo.org/api/dataset/3358',api-path-changed,verified 200 application/json
b6d7ae835b7fda4c,bco-dmo,data-download,example_call,curl -O 'https://datadocs.bco-dmo.org/file/R88Xyz5SRprxzJ/Bottle_Data.csv'  # fileToken from the dataset landing page,api-path-changed,"verified 206 real CSV (Year,cruise_id,station,...)"
884bc93c1b7fe7d0,nadp,data-download,example_call,curl -X POST -d 'pageId=ntnWeekly&siteId=NH02&startYr=2020&endYr=2020&PWD=<nadpVariables.nadpAPIPassword from page source>' https://api.slh.wisc.edu/nadp/nadpApiMain.php,api-migrated,"verified 200 text/csv (siteID,labno,dateOn,...). The PWD is a shared constant embedded publicly in the site JS, not a per-user key"
01d7ae4d6887b57d,nadp,metadata,example_call,curl 'https://api.slh.wisc.edu/nadp/nadpApiMain.php?net=NTN&siteId=NH02&pageId=siteInfo',api-migrated,"verified 200 JSON, no password needed"
2d58f89687917d2f,nasa-obdaac,data-download,example_call,wget --user={EDL_USER} --password={EDL_PASS} 'https://oceandata.sci.gsfc.nasa.gov/getfile/AQUA_MODIS.20240101.L3m.DAY.CHL.chlor_a.4km.nc',path-restructured,filename still valid; only the /ob prefix dropped. Earthdata Login gating unchanged and documented
b6eb1a4b0a327da6,noaa-ncei,metadata,example_call,curl 'https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0192984;view=xml;responseType=text/xml',wrong-content-negotiation,"verified 200 text/xml, 104 KB gmi:MI_Metadata"
5191e96fd5c07f74,noaa-ncei,search,example_call,"curl 'https://www.ncei.noaa.gov/access/services/search/v1/data?dataset=global-marine&bbox=45,-71,40,-65&startDate=2023-01-01&endDate=2023-12-31'",invalid-parameter,verified 200 application/json once format=json is dropped
77c92c8c40f40844,nps-irma,metadata,example_call,curl 'https://irmaservices.nps.gov/datastore/v7/rest/Profile?q=2316688',api-version-retired,"verified 200, 93 KB JSON"
4e2767b92ebd5aa8,nps-irma,data-download,example_call,curl -O 'https://irma.nps.gov/DataStore/DownloadFile/753819',api-version-retired,verified 206 application/xml (EML); fileId from filesAndLinks[].fileId in the v7 Profile
62bd4239867b9346,nps-irma,search,example_call,curl 'https://irmaservices.nps.gov/datastore/v7/rest/QuickSearch?q=CACO&top=5',api-version-retired,"verified 200, 5.6 KB JSON with referenceId/title/fileCount"
9a2927700a70440e,nrcs-awdb,data-download,example_call,"curl 'https://wcc.sc.egov.usda.gov/reportGenerator/view_csv/customMultiTimeSeriesGroupByStationReport/hourly/2017:CO:SCAN%7Cid=%22%22%7Cname/-167,0/SMS::value,STO::value,TOBS::value,PREC::value'",silent-empty-result,verified 200 with 7.4 KB of real rows; without ::value the same call returns 200 with a zero-byte body
59a0c77bc1244254,nrcs-awdb,listing,example_call,curl 'https://wcc.sc.egov.usda.gov/awdbRestApi/services/v1/stations?stationTriplets=*:*:SCAN&returnReservoirMetadata=false',silently-ignored-parameter,verified 200 with exactly the 211 SCAN stations; networkCds= is ignored by the API
6de9a5ed7c46224a,nsidc-daac,data-download,example_call,curl -n -L -O 'https://data.nsidc.earthdatacloud.nasa.gov/nsidc-cumulus-prod-protected/SMAP/SPL3SMP/009/2024/01/SMAP_L3_SM_P_20240101_R19240_001.h5'  # Earthdata Login; URL discovered via CMR,host-decommissioned,"granule URL verified via CMR (SPL3SMP v009, build R19240; the old example's v008/R18290 has zero granules). Protected object GETs 401 to urs.earthdata.nasa.gov without EDL, as documented"
48740000c8cbf3c3,nsidc-daac,metadata,example_call,curl 'https://nsidc.org/api/dataset/metadata/v2/oai?verb=GetRecord&metadataPrefix=dif&identifier=NSIDC-0051.002',api-path-changed,"verified 200 application/xml, 56 KB"
c1f159aa88c0fb49,usgs-3dep,search,example_call,"curl 'https://tnmaccess.nationalmap.gov/api/v1/products?bbox=-72.1,44.4,-72.0,44.5&datasets=Lidar%20Point%20Cloud%20(LPC)&outputFormat=JSON'",host-moved,"verified 200 application/json, total 1519"
3da14f4f445c5e82,usfs-rds,metadata,example_call,curl 'https://www.fs.usda.gov/rds/archive/products/RDS-2017-0023/_metadata_RDS-2017-0023.xml',no-json-api,"verified 200 text/xml, 22.6 KB FGDC"
060f50846fd237b8,usace-frf-portal,data-download,example_call,curl -O 'https://chldata.erdc.dren.mil/thredds/fileServer/frf/oceanography/waves/8m-array/2024/FRF-ocean_waves_8m-array_202408.nc',dap4-suffix-unsupported,verified 206 application/x-netcdf; the 2024 catalog starts at 202408 (202401 does not exist)
343ebebf76c787bc,obis-usa,data-access,example_call,curl 'https://api.obis.org/v3/occurrence?nodeid=b7c47783-a020-4173-b390-7b57c4fa1426&size=5',wrong-node-uuid,"verified 200, total 30,680,003"
e0a1a28e5e9b463e,obis-usa,metadata,example_call,curl 'https://api.obis.org/v3/dataset?nodeid=b7c47783-a020-4173-b390-7b57c4fa1426',wrong-node-uuid,"verified 200, total 521"
5988da67cecb887e,neon-data-portal,vocabulary,example_call,curl 'https://data.neonscience.org/api/v0/samples/supportedClasses',wrong-endpoint,"verified 200, 29 KB of sample class definitions"
e91ae155f7bd9677,noaa-inport,metadata,example_call,curl 'https://www.fisheries.noaa.gov/inport/item/22561/inport-xml',api-decommissioned,verified 200 inport-metadata XML; the record's real title is 'Spring Bottom Trawl Survey'
b473cfa5414764a0,aeronet,data-download,example_call,curl 'https://aeronet.gsfc.nasa.gov/cgi-bin/print_web_data_v3?site=GSFC&year=2024&month=1&day=1&year2=2024&month2=12&day2=31&AOD15=1&AVG=10&if_no_html=1',html-wrapped-response,if_no_html=1 verified to strip the HTML wrapper
d1d61c0435a0f3f2,usda-ag-data-commons,metadata,example_call,curl 'https://api.figshare.com/v2/articles/24663366',api-migrated,verified 200 JSON per-record metadata for an Ag Data Commons record
071f119fb837c2f3,marinegeo,listing,example_call,curl https://raw.githubusercontent.com/MarineGEO/protocols/master/README.md,repo-renamed,verified 200 real markdown; branch is master
